headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
把握,把握する/確信,ㄅㄚˇ ㄨㄛˋ / ㄅㄚˇ ㄨㄛˋ,bǎwò / bǎwò,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
北方,北方/北部,ㄅㄟˇ ㄈㄤ,běifāng,名詞,5,common,ai,word,,
被動,受動的な,ㄅㄟˋ ㄉㄨㄥˋ,bèidòng,状態動詞(形容詞),5,common,ai,word,,
背後,背後/裏側,ㄅㄟˋ ㄏㄡˋ,bèihòu,名詞,5,common,ai,word,,
背景,背景/経緯,ㄅㄟˋ ㄐㄧㄥˇ,bèijǐng,名詞,5,common,ai,word,,
輩子,一生/生涯,ㄅㄟˋ ˙ㄗ,bèizi,名詞,5,common,ai,word,,
本,〜冊(本の量詞) / 本/根源/この,ㄅㄣˇ / ㄅㄣˇ / ㄅㄣˇ,běn / běn / běn,限定詞/副詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
本人,本人/私自身,ㄅㄣˇ ㄖㄣˊ,běnrén,名詞,5,common,ai,word,,
逼,強いる/迫る,ㄅㄧ,bī,動詞,5,common,ai,word,,
筆,ペン / ペン/筆,ㄅㄧˇ / ㄅㄧˇ,bǐ / bǐ,量詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
比,〜より(比較) / 比べる/ベルギー,ㄅㄧˇ / ㄅㄧˇ,bǐ / bǐ,動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
鞭炮,爆竹,ㄅㄧㄢ ㄆㄠˋ,biānpào,名詞,5,common,ai,word,,
變,変わる/変化する / 変わる/変化する,ㄅㄧㄢˋ / ㄅㄧㄢˋ,biàn / biàn,変化動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
變成,～になる,ㄅㄧㄢˋ ㄔㄥˊ,biànchéng,変化動詞,5,common,ai,word,,
變更,変更する,ㄅㄧㄢˋ ㄍㄥ,biàngēng,動詞,5,common,ai,word,,
變化,変化/変動,ㄅㄧㄢˋ ㄏㄨㄚˋ,biànhuà,名詞/状態動詞(形容詞),5,common,ai,word,,
便條,メモ/書き置き,ㄅㄧㄢˋ ㄊㄧㄠˊ,biàntiáo,名詞,5,common,ai,word,,
表達,表現する/伝える,ㄅㄧㄠˇ ㄉㄚˊ,biǎodá,動詞,5,common,ai,word,,
表面,表面/外見,ㄅㄧㄠˇ ㄇㄧㄢˋ,biǎomiàn,名詞,5,common,ai,word,,
表示,示す/表明する,ㄅㄧㄠˇ ㄕˋ,biǎoshì,動詞,5,common,ai,word,,
表現,表す/見せびらかす,ㄅㄧㄠˇ ㄒㄧㄢˋ,biǎoxiàn,名詞/動詞,5,common,ai,word,,
表演,演技/公演,ㄅㄧㄠˇ ㄧㄢˇ,biǎoyǎn,動詞/名詞,5,common,ai,word,,
畢竟,結局,ㄅㄧˋ ㄐㄧㄥˋ,bìjìng,副詞,5,common,ai,word,,
避免,避ける/防ぐ,ㄅㄧˋ ㄇㄧㄢˇ,bìmiǎn,動詞,5,common,ai,word,,
餅,焼き菓子/パン,ㄅㄧㄥˇ,bǐng,名詞,5,common,ai,word,,
病,病気 / 病気,ㄅㄧㄥˋ / ㄅㄧㄥˋ,bìng / bìng,変化動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
比如,例えば,ㄅㄧˇ ㄖㄨˊ,bǐrú/bǐrúshuō,介詞(前置詞),5,common,ai,word,,原表記: 比如/比如說
必要,必要な/必要性,ㄅㄧˋ ㄧㄠˋ / ㄅㄧˋ ㄧㄠˋ,bìyào / bìyào,状態動詞(形容詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
播,まく/放送する,ㄅㄛˋ,bò,動詞,5,common,ai,word,,
布,布/布告する,ㄅㄨˋ,bù,名詞,5,common,ai,word,,
不見,見当たらない,ㄅㄨˋ ㄐㄧㄢˋ(ㄌㄜ˙),bùjiàn(le),変化動詞,5,common,ai,word,,原表記: 不見(了)
不得不,～せざるを得ない,ㄅㄨˋ ㄉㄜˊ ㄅㄨˋ,bùdébù,副詞,5,common,ai,word,,
不斷,絶え間ない,ㄅㄨˋ ㄉㄨㄢˋ,bùduàn,副詞/状態動詞(形容詞),5,common,ai,word,,
不論,～にかかわらず,ㄅㄨˋ ㄌㄨㄣˋ,bùlùn,接続詞,5,common,ai,word,,
不滿,不満な,ㄅㄨˋ ㄇㄢˇ,bùmǎn,状態動詞(形容詞),5,common,ai,word,,
部門,部門/部署,ㄅㄨˋ ㄇㄣˊ,bùmén,名詞,5,common,ai,word,,
不如,及ばない/～したほうがいい,ㄅㄨˋ ㄖㄨˊ / ㄅㄨˋ ㄖㄨˊ,bùrú / bùrú,conj/状態動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
不少,少なくない/多い,ㄅㄨˋ ㄕㄠˇ,bùshǎo,限定詞/状態動詞(形容詞),5,common,ai,word,,
不幸,不幸な,ㄅㄨˋ ㄒㄧㄥˋ,bùxìng,状態動詞(形容詞),5,common,ai,word,,
不用說,言うまでもなく,ㄅㄨˋ ㄩㄥˋ ㄕㄨㄛ,bùyòngshuō,接続詞,5,common,ai,word,,
不足,不足している,ㄅㄨˋ ㄗㄨˊ,bùzú,状態動詞(形容詞),5,common,ai,word,,
擦,こする/拭く/塗る,ㄘㄚ,cā,動詞,5,common,ai,word,,
猜,推測する,ㄘㄞ,cāi,動詞,5,common,ai,word,,
材料,材料/資料,ㄘㄞˊ ㄌㄧㄠˋ,cáiliào,名詞,5,common,ai,word,,
採用,採用する,ㄘㄞˇ ㄩㄥˋ,cǎiyòng,動詞,5,common,ai,word,,
餐,食事/〜食 / 食事(の回数),ㄘㄢ / ㄘㄢ,cān / cān,量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
參考,参考にする,ㄘㄢ ㄎㄠˇ,cānkǎo,動詞,5,common,ai,word,,
草地,芝生,ㄘㄠˇ ㄉㄧˋ,cǎodì,名詞,5,common,ai,word,,
曾,かつて,ㄘㄥˊ,céng,副詞,5,common,ai,word,,
曾經,以前に,ㄘㄥˊ ㄐㄧㄥ,céngjīng,副詞,5,common,ai,word,,
差點,もう少しで,ㄔㄚ ㄉㄧㄢˇ,chādiǎn/chādiǎnr/chāyīdiǎnr,副詞,5,common,ai,word,,原表記: 差點/差點兒/差一點兒
差別,違い/差,ㄔㄚ ㄅㄧㄝˊ,chābié,名詞,5,common,ai,word,,
嘗試,試みる/試み,ㄔㄤˊ ㄕˋ / ㄔㄤˊ ㄕˋ,chángshì / chángshì,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
產品,製品,ㄔㄢˇ ㄆㄧㄣˇ,chǎnpǐn,名詞,5,common,ai,word,,
產生,生じる/産出する,ㄔㄢˇ ㄕㄥ,chǎnshēng,変化動詞,5,common,ai,word,,
超過,超える,ㄔㄠ ㄍㄨㄛˋ,chāoguò,変化動詞,5,common,ai,word,,
超級,超～,ㄔㄠ ㄐㄧˊ,chāojí,状態動詞(連体用),5,common,ai,word,,
吵架,喧嘩する,ㄔㄠˇ ㄐㄧㄚˋ,chǎojià,離合動詞,5,common,ai,word,,
車禍,交通事故,ㄔㄜ ㄏㄨㄛˋ,chēhuò,名詞,5,common,ai,word,,
趁,～に乗じて/～の機会に,ㄔㄣˋ,chèn,介詞(前置詞),5,common,ai,word,,
襯衫,シャツ,ㄔㄣˋ ㄕㄢ,chènshān,名詞,5,common,ai,word,,
成,完成する/～になる,ㄔㄥˊ / ㄔㄥˊ,chéng / chéng,変化動詞/量詞/変化動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
成就,業績/成し遂げる,ㄔㄥˊ ㄐㄧㄡˋ / ㄔㄥˊ ㄐㄧㄡˋ,chéngjiù / chéngjiù,名詞/動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
承認,認める,ㄔㄥˊ ㄖㄣˋ,chéngrèn,動詞,5,common,ai,word,,
誠實,誠実な,ㄔㄥˊ ㄕˊ,chéngshí,状態動詞(形容詞),5,common,ai,word,,
成熟,成熟した/熟した,ㄔㄥˊ ㄕㄡˊ,chéngshóu,状態動詞(形容詞),5,common,ai,word,,
成長,成長する/成長,ㄔㄥˊ ㄓㄤˇ / ㄔㄥˊ ㄓㄤˇ,chéngzhǎng / chéngzhǎng,状態動詞(形容詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
尺,定規/尺 / 尺(長さの単位),ㄔˇ / ㄔˇ,chǐ / chǐ,量詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
吃喝玩樂,遊び歩く/飲み食い遊ぶ,ㄔ ㄏㄜ ㄨㄢˊ ㄌㄜˋ,chīhēwánlè,自動詞,5,common,ai,word,,
蟲,虫,ㄔㄨㄥˊ(ㄗ˙),chóng(zi),名詞,5,common,ai,word,,原表記: 蟲(子)
充實,充実した/中身のある,ㄔㄨㄥ ㄕˊ,chōngshí,状態動詞(形容詞),5,common,ai,word,,
重新,再び/改めて,ㄔㄨㄥˊ ㄒㄧㄣ,chóngxīn,副詞,5,common,ai,word,,
醜,醜い/恥ずかしい,ㄔㄡˇ,chǒu,状態動詞(形容詞),5,common,ai,word,,
抽,引き抜く/取り出す,ㄔㄡ,chōu,動詞,5,common,ai,word,,
初,初め/最初の,ㄔㄨ / ㄔㄨ,chū / chū,名詞/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
串,連ねる/串に刺す,ㄔㄨㄢˋ,chuàn,量詞,5,common,ai,word,,
創造,創造する/作り出す,ㄔㄨㄤˋ ㄗㄠˋ,chuàngzào,動詞,5,common,ai,word,,
出版,出版する,ㄔㄨ ㄅㄢˇ,chūbǎn,動詞,5,common,ai,word,,
出差,出張する,ㄔㄨ ㄔㄞ,chūchāi,離合動詞,5,common,ai,word,,
出發,出発する,ㄔㄨ ㄈㄚ,chūfā,変化動詞,5,common,ai,word,,
出現,現れる/出現する,ㄔㄨ ㄒㄧㄢˋ,chūxiàn,変化動詞,5,common,ai,word,,
出租,貸し出す,ㄔㄨ ㄗㄨ,chūzū,動詞,5,common,ai,word,,
處理,処理する/対処する,ㄔㄨˇ ㄌㄧˇ,chǔlǐ,動詞,5,common,ai,word,,
廚師,料理人/シェフ,ㄔㄨˊ ㄕ,chúshī,名詞,5,common,ai,word,,
吹,吹く/管楽器を奏でる,ㄔㄨㄟ,chuī,動詞,5,common,ai,word,,
此,これ/この,ㄘˇ,cǐ,限定詞,5,common,ai,word,,
刺激,刺激する/刺激,ㄘˋ ㄐㄧ / ㄘˋ ㄐㄧ,cìjī / cìjī,名詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
從不,一度も～ない,ㄘㄨㄥˊ ㄅㄨˋ,cóngbù,副詞,5,common,ai,word,,
從小,幼い頃から,ㄘㄨㄥˊ ㄒㄧㄠˇ,cóngxiǎo,副詞,5,common,ai,word,,
醋,酢/嫉妬,ㄘㄨˋ,cù,名詞,5,common,ai,word,,
寸,寸(長さの単位),ㄘㄨㄣˋ,cùn,量詞,5,common,ai,word,,
存在,存在する/存在,ㄘㄨㄣˊ ㄗㄞˋ,cúnzài,自動詞,5,common,ai,word,,
錯,間違っている / 間違い/誤り,ㄘㄨㄛˋ / ㄘㄨㄛˋ,cuò / cuò,名詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
錯誤,誤り/間違い,ㄘㄨㄛˋ ㄨˋ,cuòwù,名詞,5,common,ai,word,,
挫折,挫折/失敗,ㄘㄨㄛˋ ㄓㄜˊ,cuòzhé,名詞,5,common,ai,word,,
達成,達成する,ㄉㄚˊ ㄔㄥˊ,dáchéng,変化動詞,5,common,ai,word,,
打架,喧嘩する,ㄉㄚˇ ㄐㄧㄚˋ,dǎjià,離合動詞,5,common,ai,word,,
大多數,大多数,ㄉㄚˋ ㄉㄨㄛ ㄕㄨˋ,dàduōshù,限定詞,5,common,ai,word,,
大方,気前が良い/寛大だ,ㄉㄚˋ ㄈㄤ,dàfāng,状態動詞(形容詞),5,common,ai,word,,
大會,大会/総会,ㄉㄚˋ ㄏㄨㄟˋ,dàhuì,名詞,5,common,ai,word,,
代表,代表する/代表,ㄉㄞˋ ㄅㄧㄠˇ / ㄉㄞˋ ㄅㄧㄠˇ,dàibiǎo / dàibiǎo,名詞/動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
代替,代わる/代用する,ㄉㄞˋ ㄊㄧˋ,dàitì,動詞,5,common,ai,word,,
帶領,導く/率いる,ㄉㄞˋ ㄌㄧㄥˇ,dàilǐng,動詞,5,common,ai,word,,
單純,単純な/純粋な,ㄉㄢ ㄔㄨㄣˊ,dānchún,状態動詞(形容詞),5,common,ai,word,,
淡,薄い/淡泊な,ㄉㄢˋ,dàn,状態動詞(形容詞),5,common,ai,word,,
當場,その場で,ㄉㄤ ㄔㄤˇ,dāngchǎng,副詞,5,common,ai,word,,
當地,現地/地元,ㄉㄤ ㄉㄧˋ,dāngdì,名詞,5,common,ai,word,,
當面,面と向かって,ㄉㄤ ㄇㄧㄢˋ,dāngmiàn,副詞,5,common,ai,word,,
當年,当時/その年,ㄉㄤ ㄋㄧㄢˊ,dāngnián,名詞,5,common,ai,word,,
當天,当日/その日,ㄉㄤˋ ㄊㄧㄢ,dàngtiān,名詞,5,common,ai,word,,
當作,～とみなす,ㄉㄤˋ ㄗㄨㄛˋ,dàngzuò,状態動詞,5,common,ai,word,,原表記: 當作/當做
擔任,務める/担当する,ㄉㄢ ㄖㄣˋ,dānrèn,動詞,5,common,ai,word,,
單身,独身の,ㄉㄢ ㄕㄣ,dānshēn,状態動詞(形容詞),5,common,ai,word,,
倒,倒れる/ひっくり返す,ㄉㄠˇ,dǎo,動詞,5,common,ai,word,,
導演,監督する/監督,ㄉㄠˇ ㄧㄢˇ / ㄉㄠˇ ㄧㄢˇ,dǎoyǎn / dǎoyǎn,名詞/動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
到,着く/〜まで / 至る/着く/～まで,ㄉㄠˋ / ㄉㄠˋ,dào / dào,接続詞/介詞(前置詞),1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
到底,結局/一体,ㄉㄠˋ ㄉㄧˇ,dàodǐ,副詞/状態動詞(述語用),5,common,ai,word,,
倒是,意外にも/かえって,ㄉㄠˋ ㄕˋ,dàoshì,副詞,5,common,ai,word,,
道德,道徳/倫理,ㄉㄠˋ ㄉㄜˊ,dàodé,名詞,5,common,ai,word,,
道理,道理/理屈,ㄉㄠˋ ㄌㄧˇ,dàolǐ,名詞,5,common,ai,word,,
道歉,謝る,ㄉㄠˋ ㄑㄧㄢˋ,dàoqiàn,離合動詞,5,common,ai,word,,
答應,応じる/承諾する/約束する,ㄉㄚ ㄧㄥˋ,dāyìng,動詞,5,common,ai,word,,
打掃,掃除する,ㄉㄚˇ ㄙㄠˇ,dǎsǎo,動詞,5,common,ai,word,,
打聽,尋ね回る/聞き出す,ㄉㄚˇ ㄊㄧㄥ,dǎtīng,動詞,5,common,ai,word,,
大小,大小/大きさ/大人と子供,ㄉㄚˋ ㄒㄧㄠˇ,dàxiǎo,名詞,5,common,ai,word,,
大約,およそ/たぶん,ㄉㄚˋ ㄩㄝ,dàyuē,副詞,5,common,ai,word,,
打仗,戦う/戦争する,ㄉㄚˇ ㄓㄤˋ,dǎzhàng,離合動詞,5,common,ai,word,,
得,〜しなければならない / 得る/（補語の助詞）,ㄉㄟˇ / ㄉㄜˊ,děi / dé,助動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
得意,得意げな/満足した,ㄉㄜˊ ㄧˋ,déyì,状態動詞(形容詞),5,common,ai,word,,
等待,待つ,ㄉㄥˇ ㄉㄞˋ,děngdài,動詞,5,common,ai,word,,
燈光,照明/明かり,ㄉㄥ ㄍㄨㄤ,dēngguāng,名詞,5,common,ai,word,,
敵人,敵,ㄉㄧˊ ㄖㄣˊ,dírén,名詞,5,common,ai,word,,
抵達,到着する,ㄉㄧˇ ㄉㄚˊ,dǐdá,動詞,5,common,ai,word,,
地板,床,ㄉㄧˋ ㄅㄢˇ,dìbǎn,名詞,5,common,ai,word,,
地帶,地帯/区域,ㄉㄧˋ ㄉㄞˋ,dìdài,名詞,5,common,ai,word,,
地區,地域/地区,ㄉㄧˋ ㄑㄩ,dìqū,名詞,5,common,ai,word,,
地攤,露店,ㄉㄧˋ ㄊㄢ,dìtān,名詞,5,common,ai,word,,
地位,地位/立場,ㄉㄧˋ ㄨㄟˋ,dìwèi,名詞,5,common,ai,word,,
地下,地下/秘密の,ㄉㄧˋ ㄒㄧㄚˋ / ㄉㄧˋ ㄒㄧㄚˋ,dìxià / dìxià,名詞/状態動詞(連体用),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
點,〜時/少し / 点/滴/時,ㄉㄧㄢˇ / ㄉㄧㄢˇ,diǎn / diǎn,量詞/名詞/動詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
電車,路面電車/電気自動車,ㄉㄧㄢˋ ㄔㄜ,diànchē,名詞,5,common,ai,word,,
電燈,電灯,ㄉㄧㄢˋ ㄉㄥ,diàndēng,名詞,5,common,ai,word,,
調查,調査する/調査,ㄉㄧㄠˋ ㄔㄚˊ / ㄉㄧㄠˋ ㄔㄚˊ,diàochá / diàochá,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
東北,北東,ㄉㄨㄥ ㄅㄟˇ,dōngběi,名詞,5,common,ai,word,,
東南,南東,ㄉㄨㄥ ㄋㄢˊ,dōngnán,名詞,5,common,ai,word,,
懂事,物分かりが良い,ㄉㄨㄥˇ ㄕˋ,dǒngshì,状態動詞(形容詞),5,common,ai,word,,
逗,からかう/面白い,ㄉㄡˋ,dòu,動詞,5,common,ai,word,,
毒品,麻薬/毒物,ㄉㄨˊ ㄆㄧㄣˇ,dúpǐn,名詞,5,common,ai,word,,
獨特,独特な,ㄉㄨˊ ㄊㄜˋ,dútè,状態動詞(形容詞),5,common,ai,word,,
讀者,読者,ㄉㄨˊ ㄓㄜˇ,dúzhě,名詞,5,common,ai,word,,
段,段/区切り,ㄉㄨㄢˋ,duàn,量詞,5,common,ai,word,,
堆,積み上げる/山,ㄉㄨㄟ / ㄉㄨㄟ,duī / duī,量詞/動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
對,正しい/〜に対して / 正しい/～に対して,ㄉㄨㄟˋ / ㄉㄨㄟˋ,duì / duì,量詞/介詞(前置詞)/動詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
對方,相手,ㄉㄨㄟˋ ㄈㄤ,duìfāng,名詞,5,common,ai,word,,
對話,対話/会話,ㄉㄨㄟˋ ㄏㄨㄚˋ,duìhuà,名詞,5,common,ai,word,,
對了,そうだ/ところで,ㄉㄨㄟˋ ˙ㄌㄜ,duìle,,5,common,ai,word,,
對象,対象/交際相手,ㄉㄨㄟˋ ㄒㄧㄤˋ,duìxiàng,名詞,5,common,ai,word,,
頓,回/一時停止/整頓,ㄉㄨㄣˋ / ㄉㄨㄣˋ / ㄉㄨㄣˋ,dùn / dùn / dùn,量詞/副詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
多多少少,多少なりとも,ㄉㄨㄛ ˙ㄉㄨㄛ ㄕㄠˇ ㄕㄠˇ,duōduoshǎoshǎo,副詞,5,common,ai,word,,原表記: 多多(˙ㄉㄨㄛ)少少
嗯,うん（相槌）,˙ㄣ,en,助詞,5,common,ai,word,,原表記: 嗯(˙ㄣ)
而,そして/また,ㄦˊ,ér,接続詞,5,common,ai,word,,
兒童,子供,ㄦˊ ㄊㄨㄥˊ,értóng,名詞,5,common,ai,word,,
發,出す/発する/発行する,ㄈㄚ / ㄈㄚ / ㄈㄚ,fā / fā / fā,動詞/変化動詞/量詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
發表,発表する/公表する,ㄈㄚ ㄅㄧㄠˇ,fābiǎo,動詞,5,common,ai,word,,
發財,金持ちになる,ㄈㄚ ㄘㄞˊ,fācái,Vp-sep,5,common,ai,word,,
發出,発する/出す,ㄈㄚ ㄔㄨ,fāchū,変化動詞,5,common,ai,word,,
發達,発達した/繁栄した,ㄈㄚ ㄉㄚˊ,fādá,状態動詞(形容詞),5,common,ai,word,,
發揮,発揮する,ㄈㄚ ㄏㄨㄟ,fāhuī,動詞,5,common,ai,word,,
發覺,気づく,ㄈㄚ ㄐㄩㄝˊ,fājué,変化動詞,5,common,ai,word,,
發明,発明する/発明,ㄈㄚ ㄇㄧㄥˊ,fāmíng,名詞/変化動詞,5,common,ai,word,,
犯,犯す/違反する,ㄈㄢˋ,fàn,状態動詞,5,common,ai,word,,
反而,かえって/逆に,ㄈㄚˇ ㄋㄜˊ ˙ㄦ,fǎnér,接続詞,5,common,ai,word,,
方式,方法/やり方,ㄈㄤ ㄕˋ,fāngshì,名詞,5,common,ai,word,,
房客,間借り人,ㄈㄤˊ ㄎㄜˋ,fángkè,名詞,5,common,ai,word,,
訪問,訪問する/インタビューする,ㄈㄤˇ ㄨㄣˋ,fǎngwèn,動詞,5,common,ai,word,,原表記: 訪問/訪
煩惱,悩む/悩み,ㄈㄢˊ ㄋㄠˇ / ㄈㄢˊ ㄋㄠˇ,fánnǎo / fánnǎo,状態動詞(形容詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
範圍,範囲/領域,ㄈㄢˋ ㄨㄟˊ,fànwéi,名詞,5,common,ai,word,,
翻譯,翻訳する/通訳する,ㄈㄢ ㄧˋ,fānyì/fān/yì,動詞,5,common,ai,word,,原表記: 翻譯/翻/譯
反應,反応する/反応,ㄈㄢˇ ㄧㄥˋ / ㄈㄢˇ ㄧㄥˋ,fǎnyìng / fǎnyìng,名詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
發票,領収書/レシート,ㄈㄚ ㄆㄧㄠˋ,fāpiào,名詞,5,common,ai,word,,
發脾氣,腹を立てる,ㄈㄚ ㄆㄧˊ ㄑㄧˋ,fāpíqì,自動詞,5,common,ai,word,,
非,非/～ではない,ㄈㄟ,fēi,副詞/状態動詞,5,common,ai,word,,
費用,費用/経費,ㄈㄟˋ ㄩㄥˋ,fèiyòng,名詞,5,common,ai,word,,
豐富,豊かにする/豊富だ,ㄈㄥ ㄈㄨˋ,fēngfù,状態動詞(形容詞),5,common,ai,word,,
風格,スタイル/様式,ㄈㄥ ㄍㄜˊ,fēnggé,名詞,5,common,ai,word,,
風俗,風習/しきたり,ㄈㄥ ㄙㄨˊ,fēngsú,名詞,5,common,ai,word,,
分開,分ける/離れる,ㄈㄣ ㄎㄞ,fēnkāi,変化動詞,5,common,ai,word,,
佛教,仏教,ㄈㄛˊ ㄐㄧㄠˋ,fójiào,名詞,5,common,ai,word,,
否則,さもなければ,ㄈㄡˇ ㄗㄜˊ,fǒuzé,接続詞,5,common,ai,word,,
符合,適合する/合致する,ㄈㄨˊ ㄏㄜˊ,fúhé,状態動詞,5,common,ai,word,,
福利,福利/福祉,ㄈㄨˊ ㄌㄧˋ,fúlì,名詞,5,common,ai,word,,
服裝,服装/衣類,ㄈㄨˊ ㄓㄨㄤ,fúzhuāng,名詞,5,common,ai,word,,
腐敗,腐敗した/堕落した,ㄈㄨˇ ㄅㄞˋ,fǔbài,状態動詞(形容詞),5,common,ai,word,,
付出,支払う/捧げる,ㄈㄨˋ ㄔㄨ,fùchū,変化動詞,5,common,ai,word,,
負擔,負担する/負担,ㄈㄨˋ ㄉㄢ,fùdān,名詞/動詞,5,common,ai,word,,
複習,復習する,ㄈㄨˋ ㄒㄧˊ,fùxí,動詞,5,common,ai,word,,
負責,責任を負う/責任感がある,ㄈㄨˋ ㄗㄜˊ,fùzé,状態動詞(形容詞),5,common,ai,word,,
該,～すべきだ/例の,ㄍㄞ / ㄍㄞ,gāi / gāi,助動詞/限定詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
改變,変える/変化,ㄍㄞˇ ㄅㄧㄢˋ,gǎibiàn,名詞/動詞,5,common,ai,word,,
