headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
悔恨,後悔/悔恨,ㄏㄨㄟˇ ㄏㄣˋ,huǐhèn,状態動詞(形容詞),7,common,ai,word,,
匯,送金する/合流する,ㄏㄨㄟˋ,huì,動詞,7,common,ai,word,,
匯票,為替手形,ㄏㄨㄟˋ ㄆㄧㄠˋ,huìpiào,名詞,7,common,ai,word,,
會見,面会する,ㄏㄨㄟˋ ㄐㄧㄢˋ,huìjiàn,動詞,7,common,ai,word,,
會談,会談する,ㄏㄨㄟˋ ㄊㄢˊ,huìtán,自動詞,7,common,ai,word,,
會意,会意（漢字の造字法）,ㄏㄨㄟˋ ㄧˋ,huìyì,変化動詞,7,common,ai,word,,
繪畫,絵画/描くこと,ㄏㄨㄟˋ ㄏㄨㄚˋ,huìhuà,名詞,7,common,ai,word,,
賄賂,賄賂/贈賄する,ㄏㄨㄟˋ ㄌㄨˋ,huìlù,動詞,7,common,ai,word,,
昏,ぼんやりした/気絶する,ㄏㄨㄣ,hūn,状態動詞(形容詞),7,common,ai,word,,
渾身,全身,ㄏㄨㄣˊ ㄕㄣ,húnshēn,名詞,7,common,ai,word,,
混淆,混同する/曖昧にする,ㄏㄨㄣˋ ㄧㄠˊ,hùnyáo,状態動詞(形容詞),7,common,ai,word,,
混濁,濁った,ㄏㄨㄣˋ ㄓㄨㄛˊ,hùnzhuó,状態動詞(形容詞),7,common,ai,word,,
活期,普通預金の/当座の,ㄏㄨㄛˊ ㄑㄧˊ,huóqí,状態動詞(連体用),7,common,ai,word,,
火箭,ロケット,ㄏㄨㄛˇ ㄐㄧㄢˋ,huǒjiàn,名詞,7,common,ai,word,,
火焰,炎,ㄏㄨㄛˇ ㄧㄢˋ,huǒyàn,名詞,7,common,ai,word,,
火藥,火薬,ㄏㄨㄛˇ ㄧㄠˋ,huǒyào,名詞,7,common,ai,word,,
伙伴,仲間/パートナー,ㄏㄨㄛˇ ㄅㄢˋ,huǒbàn,名詞,7,common,ai,word,,原表記: 伙伴/夥伴
貨幣,通貨/貨幣,ㄏㄨㄛˋ ㄅㄧˋ,huòbì,名詞,7,common,ai,word,,
貨品,商品,ㄏㄨㄛˋ ㄆㄧㄣˇ,huòpǐn,名詞,7,common,ai,word,,
豁達,寛大な/楽観的な,ㄏㄨㄛˋ ㄉㄚˊ,huòdá,状態動詞(形容詞),7,common,ai,word,,
積,蓄積する/積,ㄐㄧ,jī,状態動詞,7,common,ai,word,,
基層,末端組織/基層,ㄐㄧ ㄘㄥˊ,jīcéng,名詞,7,common,ai,word,,
基督,キリスト,ㄐㄧ ㄉㄨ,jīdū,名詞,7,common,ai,word,,
基因,遺伝子,ㄐㄧ ㄧㄣ,jīyīn,名詞,7,common,ai,word,,
機動,機動的な/動力付きの,ㄐㄧ ㄉㄨㄥˋ,jīdòng,状態動詞(連体用),7,common,ai,word,,
機警,機敏な/鋭い,ㄐㄧ ㄐㄧㄥˇ,jījǐng,状態動詞(形容詞),7,common,ai,word,,
機率,確率,ㄐㄧ ㄌㄩˋ,jīlǜ,名詞,7,common,ai,word,,
機密,機密/秘密,ㄐㄧ ㄇㄧˋ,jīmì,名詞,7,common,ai,word,,
機器人,ロボット,ㄐㄧ ㄑㄧˋ ㄖㄣˊ,jīqìrén,名詞,7,common,ai,word,,
機制,仕組み/メカニズム,ㄐㄧ ㄓˋ,jīzhì,名詞,7,common,ai,word,,
肌膚,肌/肉体,ㄐㄧ ㄈㄨ,jīfū,名詞,7,common,ai,word,,
飢餓,飢え/飢餓,ㄐㄧ ㄜˋ,jīè,状態動詞(形容詞),7,common,ai,word,,原表記: 飢餓/饑餓
畸形,奇形/歪な,ㄐㄧ ㄒㄧㄥˊ,jīxíng,状態動詞(形容詞),7,common,ai,word,,
激增,急増する,ㄐㄧ ㄗㄥ,jīzēng,状態動詞(形容詞),7,common,ai,word,,
及早,早急に/なるべく早く,ㄐㄧˊ ㄗㄠˇ,jízǎo,副詞,7,common,ai,word,,
吉利,縁起の良い,ㄐㄧˊ ㄌㄧˋ,jílì,状態動詞(形容詞),7,common,ai,word,,
吉祥,幸運な/縁起の良い,ㄐㄧˊ ㄒㄧㄤˊ,jíxiáng,状態動詞(形容詞),7,common,ai,word,,
汲取,汲み取る/吸収する,ㄐㄧˊ ㄑㄩˇ,jíqǔ,動詞,7,common,ai,word,,
即,すなわち/つまり,ㄐㄧˊ,jí,状態動詞,7,common,ai,word,,
即日,当日/即日,ㄐㄧˊ ㄖˋ,jírì,名詞,7,common,ai,word,,
即時,即時の/ただちに,ㄐㄧˊ ㄕˊ,jíshí,副詞,7,common,ai,word,,
極端,極端な,ㄐㄧˊ ㄉㄨㄢ,jíduān,名詞/状態動詞(形容詞),7,common,ai,word,,
極力,全力を尽くす,ㄐㄧˊ ㄌㄧˋ,jílì,副詞,7,common,ai,word,,
極為,極めて/非常に,ㄐㄧˊ ㄨㄟˊ,jíwéi,副詞,7,common,ai,word,,
集結,集結する/結集する,ㄐㄧˊ ㄐㄧㄝˊ,jíjié,動詞,7,common,ai,word,,
集權,中央集権的な,ㄐㄧˊ ㄑㄩㄢˊ,jíquán,状態動詞(形容詞),7,common,ai,word,,
集體,集団の/共同の,ㄐㄧˊ ㄊㄧˇ,jítǐ,副詞,7,common,ai,word,,
集團,グループ/企業集団,ㄐㄧˊ ㄊㄨㄢˊ,jítuán,名詞,7,common,ai,word,,
急救,応急処置をする,ㄐㄧˊ ㄐㄧㄡˋ,jíjiù,自動詞,7,common,ai,word,,
急躁,短気な/せっかちな,ㄐㄧˊ ㄗㄠˋ,jízào,状態動詞(形容詞),7,common,ai,word,,
籍貫,本籍地,ㄐㄧˊ ㄍㄨㄢˋ,jíguàn,名詞,7,common,ai,word,,
擊,打つ/叩く,ㄐㄧˊ,jí,動詞,7,common,ai,word,,
擊落,撃墜する,ㄐㄧˊ ㄌㄨㄛˋ,jíluò,動詞,7,common,ai,word,,
計,計算する/数える,ㄐㄧˋ,jì,状態動詞,7,common,ai,word,,
暨,および/ならびに,ㄐㄧˋ,jì,接続詞,7,common,ai,word,,
繼承,継承する/受け継ぐ,ㄐㄧˋ ㄔㄥˊ,jìchéng,変化動詞,7,common,ai,word,,
季風,季節風/モンスーン,ㄐㄧˋ ㄈㄥ,jìfēng,名詞,7,common,ai,word,,
劑量,用量/投与量,ㄐㄧˋ ㄌㄧㄤˋ,jìliàng,名詞,7,common,ai,word,,
紀律,規律,ㄐㄧˋ ㄌㄩˋ,jìlǜ,名詞,7,common,ai,word,,
技能,技術/技能,ㄐㄧˋ ㄋㄥˊ,jìnéng,名詞,7,common,ai,word,,
技藝,技芸/巧みな技術,ㄐㄧˋ ㄧˋ,jìyì,名詞,7,common,ai,word,,
祭祀,祭祀を行う/祀る,ㄐㄧˋ ㄙˋ,jìsì,動詞,7,common,ai,word,,
傢伙,やつ/野郎,ㄐㄧㄚ ㄏㄨㄛˇ,jiāhuǒ,名詞,7,common,ai,word,,
家家戶戶,各家庭/どの家も,ㄐㄧㄚ ㄐㄧㄚ ㄏㄨˋ ㄏㄨˋ,jiājiāhùhù,名詞,7,common,ai,word,,
家屬,家族/身内,ㄐㄧㄚ ㄕㄨˇ,jiāshǔ,名詞,7,common,ai,word,,
佳節,祝祭日/めでたい日,ㄐㄧㄚ ㄐㄧㄝˊ,jiājié,名詞,7,common,ai,word,,
佳人,美人,ㄐㄧㄚ ㄖㄣˊ,jiārén,名詞,7,common,ai,word,,
加緊,強める/急がせる,ㄐㄧㄚ ㄐㄧㄣˇ,jiājǐn,動詞,7,common,ai,word,,
加快,加速させる,ㄐㄧㄚ ㄎㄨㄞˋ,jiākuài,動詞,7,common,ai,word,,
加薪,昇給する,ㄐㄧㄚ ㄒㄧㄣ,jiāxīn,離合動詞,7,common,ai,word,,
加重,重くする/悪化させる,ㄐㄧㄚ ㄓㄨㄥˋ,jiāzhòng,動詞,7,common,ai,word,,
枷鎖,枷/足かせ,ㄐㄧㄚ ㄙㄨㄛˇ,jiāsuǒ,名詞,7,common,ai,word,,
夾雜,混ざり合う,ㄐㄧㄚˊ ㄗㄚˊ,jiázá,変化動詞,7,common,ai,word,,
假若,もし〜ならば,ㄐㄧㄚˇ ㄖㄨㄛˋ,jiǎruò,接続詞,7,common,ai,word,,
假使,もし〜ならば,ㄐㄧㄚˇ ㄕˇ,jiǎshǐ,接続詞,7,common,ai,word,,
假象,見せかけ/虚像,ㄐㄧㄚˇ ㄒㄧㄤˋ,jiǎxiàng,名詞,7,common,ai,word,,
架構,構造/枠組み,ㄐㄧㄚˋ ㄍㄡˋ,jiàgòu,名詞,7,common,ai,word,,
監督,監督する/監視する,ㄐㄧㄢ ㄉㄨ,jiāndū,動詞,7,common,ai,word,,
尖端,先端の/最先端の,ㄐㄧㄢ ㄉㄨㄢ,jiānduān,状態動詞(連体用),7,common,ai,word,,
堅固,堅固な/丈夫な,ㄐㄧㄢ ㄍㄨˋ,jiāngù,状態動詞(形容詞),7,common,ai,word,,
堅忍,忍耐強い/粘り強い,ㄐㄧㄢ ㄖㄣˇ,jiānrěn,状態動詞(形容詞),7,common,ai,word,,
堅信,固く信じる,ㄐㄧㄢ ㄒㄧㄣˋ,jiānxìn,状態動詞,7,common,ai,word,,
堅硬,硬い/頑丈な,ㄐㄧㄢ ㄧㄥˋ,jiānyìng,状態動詞(形容詞),7,common,ai,word,,
兼職,兼業する/副業,ㄐㄧㄢ ㄓˊ,jiānzhí,自動詞,7,common,ai,word,,
艱鉅,困難な/骨の折れる,ㄐㄧㄢ ㄐㄩˋ,jiānjù,状態動詞(形容詞),7,common,ai,word,,
艱苦,苦しい/困難な,ㄐㄧㄢ ㄎㄨˇ,jiānkǔ,状態動詞(形容詞),7,common,ai,word,,
艱難,困難な/苦難,ㄐㄧㄢ ㄋㄢˊ,jiānnán,状態動詞(形容詞),7,common,ai,word,,
簡便,簡便な/手軽な,ㄐㄧㄢˇ ㄅㄧㄢˋ,jiǎnbiàn,状態動詞(形容詞),7,common,ai,word,,
簡稱,略称/略す,ㄐㄧㄢˇ ㄔㄥ,jiǎnchēng,状態動詞,7,common,ai,word,,
簡化,簡略化する,ㄐㄧㄢˇ ㄏㄨㄚˋ,jiǎnhuà,変化動詞,7,common,ai,word,,
簡體,簡体字,ㄐㄧㄢˇ ㄊㄧˇ,jiǎntǐ,名詞,7,common,ai,word,,
檢討,検討する/反省,ㄐㄧㄢˇ ㄊㄠˇ,jiǎntǎo,動詞,7,common,ai,word,,
賤,安い/卑しい,ㄐㄧㄢˋ,jiàn,状態動詞(形容詞),7,common,ai,word,,
濺,飛び散る/はねる,ㄐㄧㄢˋ,jiàn,動詞,7,common,ai,word,,
見解,見解/意見,ㄐㄧㄢˋ ㄐㄧㄝˇ,jiànjiě,名詞,7,common,ai,word,,
見識,見聞を広める/知識,ㄐㄧㄢˋ ㄕˋ,jiànshì,動詞,7,common,ai,word,,
見證,目撃する/証拠,ㄐㄧㄢˋ ㄓㄥˋ,jiànzhèng,動詞,7,common,ai,word,,
建造,建設する/建造する,ㄐㄧㄢˋ ㄗㄠˋ,jiànzào,動詞,7,common,ai,word,,
健身,運動する/健康維持,ㄐㄧㄢˋ ㄕㄣ,jiànshēn,自動詞,7,common,ai,word,,
健身房,ジム,ㄐㄧㄢˋ ㄕㄣ ㄈㄤˊ,jiànshēnfáng,名詞,7,common,ai,word,,
健壯,頑健な/たくましい,ㄐㄧㄢˋ ㄓㄨㄤˋ,jiànzhuàng,状態動詞(形容詞),7,common,ai,word,,
將軍,将軍,ㄐㄧㄤ ㄐㄩㄣ,jiāngjūn,名詞,7,common,ai,word,,
獎勵,奨励する/褒美,ㄐㄧㄤˇ ㄌㄧˋ,jiǎnglì,動詞,7,common,ai,word,,
獎賞,褒美/賞品,ㄐㄧㄤˇ ㄕㄤˇ,jiǎngshǎng,名詞,7,common,ai,word,,
獎狀,賞状,ㄐㄧㄤˇ ㄓㄨㄤˋ,jiǎngzhuàng,名詞,7,common,ai,word,,
講理,道理を説く/話が通じる,ㄐㄧㄤˇ ㄌㄧˇ,jiǎnglǐ,状態動詞(形容詞),7,common,ai,word,,
講習,講習する,ㄐㄧㄤˇ ㄒㄧˊ,jiǎngxí,名詞,7,common,ai,word,,
講義,教材/講義資料,ㄐㄧㄤˇ ㄧˋ,jiǎngyì,名詞,7,common,ai,word,,
講座,講座/講演会,ㄐㄧㄤˇ ㄗㄨㄛˋ,jiǎngzuò,名詞,7,common,ai,word,,
交錯,交差する/入り混じる,ㄐㄧㄠ ㄘㄨㄛˋ,jiāocuò,状態動詞(形容詞),7,common,ai,word,,
交貨,納品する,ㄐㄧㄠ ㄏㄨㄛˋ,jiāohuò,離合動詞,7,common,ai,word,,
交集,交わり/共通点/重なり,ㄐㄧㄠ ㄐㄧˊ,jiāojí,名詞,7,common,ai,word,,
交情,交友関係/親交,ㄐㄧㄠ ㄑㄧㄥˊ,jiāoqíng,名詞,7,common,ai,word,,
交涉,交渉する,ㄐㄧㄠ ㄕㄜˋ,jiāoshè,自動詞,7,common,ai,word,,
交談,会話する/談笑,ㄐㄧㄠ ㄊㄢˊ,jiāotán,自動詞,7,common,ai,word,,
焦急,焦る/やきもきする,ㄐㄧㄠ ㄐㄧˊ,jiāojí,状態動詞(形容詞),7,common,ai,word,,
腳本,台本/スクリプト,ㄐㄧㄠˇ ㄅㄣˇ,jiǎoběn,名詞,7,common,ai,word,,
攪和,混ぜる/台無しにする,ㄐㄧㄠˇ ㄏㄨㄛˋ,jiǎohuò,自動詞,7,common,ai,word,,原表記: 攪和(ㄏㄨㄛˋ)
轎車,乗用車,ㄐㄧㄠˋ ㄔㄜ,jiàochē,名詞,7,common,ai,word,,
叫好,喝采する/称賛する,ㄐㄧㄠˋ ㄏㄠˇ,jiàohǎo,自動詞,7,common,ai,word,,
教化,教化する/啓蒙する,ㄐㄧㄠˋ ㄏㄨㄚˋ,jiàohuà,動詞,7,common,ai,word,,
教誨,教え/訓戒,ㄐㄧㄠˋ ㄏㄨㄟˇ,jiàohuǐ,名詞,7,common,ai,word,,
教徒,信者,ㄐㄧㄠˋ ㄊㄨˊ,jiàotú,名詞,7,common,ai,word,,
較量,競い合う/勝負,ㄐㄧㄠˋ ㄌㄧㄤˋ,jiàoliàng,自動詞,7,common,ai,word,,
皆,みな/すべて,ㄐㄧㄝ,jiē,副詞,7,common,ai,word,,
街坊,近所/近所の人,ㄐㄧㄝ ㄈㄤ,jiēfāng,名詞,7,common,ai,word,,
接管,引き継ぐ/管理下に置く,ㄐㄧㄝ ㄍㄨㄢˇ,jiēguǎn,動詞,7,common,ai,word,,
接連,次々と/連続して,ㄐㄧㄝ ㄌㄧㄢˊ,jiēlián,副詞,7,common,ai,word,,
接納,受け入れる/加入を認める,ㄐㄧㄝ ㄋㄚˋ,jiēnà,動詞,7,common,ai,word,,
接洽,相談する/連絡を取る,ㄐㄧㄝ ㄑㄧㄚˋ,jiēqià,動詞,7,common,ai,word,,
揭幕,幕開け/除幕,ㄐㄧㄝ ㄇㄨˋ,jiēmù,変化動詞,7,common,ai,word,,
揭曉,公表する/明らかにする,ㄐㄧㄝ ㄒㄧㄠˇ,jiēxiǎo,動詞,7,common,ai,word,,
截,切り取る/遮る/区切り,ㄐㄧㄝˊ,jié,量詞/動詞,7,common,ai,word,,
潔白,真っ白な/純粋な,ㄐㄧㄝˊ ㄅㄞˊ,jiébái,状態動詞(形容詞),7,common,ai,word,,
節儉,倹約する/質素な,ㄐㄧㄝˊ ㄐㄧㄢˇ,jiéjiǎn,状態動詞(形容詞),7,common,ai,word,,
竭力,全力を尽くす,ㄐㄧㄝˊ ㄌㄧˋ,jiélì,副詞,7,common,ai,word,,
結實,実を結ぶ/頑丈な,ㄐㄧㄝˊ ˙ㄕ,jiéshi,状態動詞(形容詞),7,common,ai,word,,原表記: 結實(˙ㄕ)
結業,修了する/廃業する,ㄐㄧㄝˊ ㄧㄝˋ,jiéyè,変化動詞,7,common,ai,word,,
結緣,縁を結ぶ,ㄐㄧㄝˊ ㄩㄢˊ,jiéyuán,自動詞,7,common,ai,word,,
解放,解放する,ㄐㄧㄝˇ ㄈㄤˋ,jiěfàng,動詞,7,common,ai,word,,
解渴,喉の渇きを癒やす,ㄐㄧㄝˇ ㄎㄜˇ,jiěkě,状態動詞(形容詞),7,common,ai,word,,
解剖,解剖する/分析する,ㄐㄧㄝˇ ㄆㄡˇ,jiěpǒu,動詞,7,common,ai,word,,
解說,解説する/実況する,ㄐㄧㄝˇ ㄕㄨㄛ,jiěshuō,動詞,7,common,ai,word,,
解體,分解する/崩壊する,ㄐㄧㄝˇ ㄊㄧˇ,jiětǐ,変化動詞,7,common,ai,word,,
解脫,解き放つ/救済する,ㄐㄧㄝˇ ㄊㄨㄛ,jiětuō,動詞,7,common,ai,word,,
解約,契約を解除する,ㄐㄧㄝˇ ㄩㄝ,jiěyuē,Vp-sep,7,common,ai,word,,
屆時,その時になったら,ㄐㄧㄝˋ ㄕˊ,jièshí,副詞,7,common,ai,word,,
戒,戒める/慎む,ㄐㄧㄝˋ,jiè,動詞,7,common,ai,word,,
戒備,警戒する/備える,ㄐㄧㄝˋ ㄅㄟˋ,jièbèi,自動詞,7,common,ai,word,,
借貸,貸し借りする,ㄐㄧㄝˋ ㄉㄞˋ,jièdài,動詞,7,common,ai,word,,
藉口,口実/言い訳,ㄐㄧㄝˋ ㄎㄡˇ,jièkǒu,名詞,7,common,ai,word,,
介入,介入する/関与する,ㄐㄧㄝˋ ㄖㄨˋ,jièrù,動詞,7,common,ai,word,,
津貼,手当/補助金,ㄐㄧㄣ ㄊㄧㄝ,jīntiē,名詞,7,common,ai,word,,
緊湊,ぎっしり詰まった/簡潔な,ㄐㄧㄣˇ ㄘㄡˋ,jǐncòu,状態動詞(形容詞),7,common,ai,word,,
緊密,密接な/緊密な,ㄐㄧㄣˇ ㄇㄧˋ,jǐnmì,状態動詞(形容詞),7,common,ai,word,,
緊縮,縮小する/引き締める,ㄐㄧㄣˇ ㄙㄨㄛ,jǐnsuō,自動詞,7,common,ai,word,,
謹慎,慎重な/用心深い,ㄐㄧㄣˇ ㄕㄣˋ,jǐnshèn,状態動詞(形容詞),7,common,ai,word,,
勁,力/勢い/やる気,ㄐㄧㄣˋ,jìn/jìnr,名詞,7,common,ai,word,,原表記: 勁/勁兒
進場,入場する/接近する,ㄐㄧㄣˋ ㄔㄤˇ,jìnchǎng,自動詞,7,common,ai,word,,
進度,進捗度/進み具合,ㄐㄧㄣˋ ㄉㄨˋ,jìndù,名詞,7,common,ai,word,,
進而,さらに/続いて,ㄐㄧˋ ㄋㄜˊ ˙ㄦ,jìnér,接続詞,7,common,ai,word,,
進攻,攻撃する,ㄐㄧㄣˋ ㄍㄨㄥ,jìngōng,動詞,7,common,ai,word,,
進化,進化する,ㄐㄧㄣˋ ㄏㄨㄚˋ,jìnhuà,変化動詞,7,common,ai,word,,
進軍,進軍する/進出する,ㄐㄧㄣˋ ㄐㄩㄣ,jìnjūn,動詞,7,common,ai,word,,
進修,研修する/研鑽する,ㄐㄧㄣˋ ㄒㄧㄡ,jìnxiū,動詞,7,common,ai,word,,
進展,進展する/前進する,ㄐㄧㄣˋ ㄓㄢˇ,jìnzhǎn,自動詞,7,common,ai,word,,
晉級,昇格する/進級する,ㄐㄧㄣˋ ㄐㄧˊ,jìnjí,変化動詞,7,common,ai,word,,
禁令,禁止令/禁令,ㄐㄧㄣˋ ㄌㄧㄥˋ,jìnlìng,名詞,7,common,ai,word,,
精,精髄/活力,ㄐㄧㄥ,jīng,状態動詞(形容詞),7,common,ai,word,,
精光,すっかりなくなる/光り輝く,ㄐㄧㄥ ㄍㄨㄤ,jīngguāng,状態動詞(形容詞),7,common,ai,word,,
精華,精華/精髄,ㄐㄧㄥ ㄏㄨㄚˊ,jīnghuá,名詞,7,common,ai,word,,
精明,賢明な/抜け目ない,ㄐㄧㄥ ㄇㄧㄥˊ,jīngmíng,状態動詞(形容詞),7,common,ai,word,,
精髓,真髄/エッセンス,ㄐㄧㄥ ㄙㄨㄟˇ,jīngsuǐ,名詞,7,common,ai,word,,
精緻,精巧な/洗練された,ㄐㄧㄥ ㄓˋ,jīngzhì,状態動詞(形容詞),7,common,ai,word,,
經典,古典/聖典,ㄐㄧㄥ ㄉㄧㄢˇ,jīngdiǎn,名詞,7,common,ai,word,,
經書,経典/聖典,ㄐㄧㄥ ㄕㄨ,jīngshū,名詞,7,common,ai,word,,
驚惶,うろたえる/パニック,ㄐㄧㄥ ㄏㄨㄤˊ,jīnghuáng,状態動詞(形容詞),7,common,ai,word,,
驚奇,驚く/不思議に思う,ㄐㄧㄥ ㄑㄧˊ,jīngqí,状態動詞(形容詞),7,common,ai,word,,
驚喜,嬉しい驚き,ㄐㄧㄥ ㄒㄧˇ,jīngxǐ,状態動詞(形容詞),7,common,ai,word,,
驚險,危険な/ハラハラする,ㄐㄧㄥ ㄒㄧㄢˇ,jīngxiǎn,状態動詞(形容詞),7,common,ai,word,,
鯨魚,クジラ,ㄐㄧㄥ ㄩˊ,jīngyú,名詞,7,common,ai,word,,
井,井戸,ㄐㄧㄥˇ,jǐng,名詞,7,common,ai,word,,
警報,警報/アラート,ㄐㄧㄥˇ ㄅㄠˋ,jǐngbào,名詞,7,common,ai,word,,
警覺,警戒心/用心,ㄐㄧㄥˇ ㄐㄩㄝˊ,jǐngjué,状態動詞(形容詞),7,common,ai,word,,
警惕,警戒する/用心する,ㄐㄧㄥˇ ㄊㄧˋ,jǐngtì,動詞,7,common,ai,word,,
警衛,警備員/警備する,ㄐㄧㄥˇ ㄨㄟˋ,jǐngwèi,名詞,7,common,ai,word,,
景觀,景観/風景,ㄐㄧㄥˇ ㄍㄨㄢ,jǐngguān,名詞,7,common,ai,word,,
景氣,景気が良い,ㄐㄧㄥˇ ㄑㄧˋ,jǐngqì,名詞,7,common,ai,word,,
景物,景色/風景,ㄐㄧㄥˇ ㄨˋ,jǐngwù,名詞,7,common,ai,word,,
景象,光景/様子,ㄐㄧㄥˇ ㄒㄧㄤˋ,jǐngxiàng,名詞,7,common,ai,word,,
淨,きれいな/すべて/ただ,ㄐㄧㄥˋ,jìng,副詞,7,common,ai,word,,
敬,敬う/勧める,ㄐㄧㄥˋ,jìng,動詞,7,common,ai,word,,
敬佩,尊敬する/感服する,ㄐㄧㄥˋ ㄆㄟˋ,jìngpèi,状態動詞,7,common,ai,word,,
境地,境遇/状況,ㄐㄧㄥˋ ㄉㄧˋ,jìngdì,名詞,7,common,ai,word,,
靜脈,静脈,ㄐㄧㄥˋ ㄇㄞˋ,jìngmài,名詞,7,common,ai,word,,
靜態,静的な/静止した,ㄐㄧㄥˋ ㄊㄞˋ,jìngtài,名詞,7,common,ai,word,,
競賽,競争/試合,ㄐㄧㄥˋ ㄙㄞˋ,jìngsài,自動詞,7,common,ai,word,,
競選,立候補する,ㄐㄧㄥˋ ㄒㄩㄢˇ,jìngxuǎn,動詞,7,common,ai,word,,
揪,つかむ/引き寄せる,ㄐㄧㄡ,jiū,動詞,7,common,ai,word,,
糾紛,紛争/もめ事,ㄐㄧㄡ ㄈㄣ,jiūfēn,名詞,7,common,ai,word,,
酒店,ホテル/酒場,ㄐㄧㄡˇ ㄉㄧㄢˋ,jiǔdiàn,名詞,7,common,ai,word,,
酒館,酒場/パブ,ㄐㄧㄡˇ ㄍㄨㄢˇ,jiǔguǎn,名詞,7,common,ai,word,,
酒精,アルコール/エタノール,ㄐㄧㄡˇ ㄐㄧㄥ,jiǔjīng,名詞,7,common,ai,word,,
就緒,準備が整う,ㄐㄧㄡˋ ㄒㄩˋ,jiùxù,状態動詞(形容詞),7,common,ai,word,,
