headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
可笑,おかしい/滑稽な,ㄎㄜˇ ㄒㄧㄠˋ,kěxiào,状態動詞(形容詞),6,common,ai,word,,
空,空(から)の / 空の/空,ㄎㄨㄥ / ㄎㄨㄥ,kōng / kōng,副詞/名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
恐怖,恐ろしい,ㄎㄨㄥˇ ㄅㄨˋ,kǒngbù,状態動詞(形容詞),6,common,ai,word,,
空前,前代未聞の,ㄎㄨㄥ ㄑㄧㄢˊ,kōngqián,状態動詞(連体用),6,common,ai,word,,
控制,コントロールする,ㄎㄨㄥˋ ㄓˋ,kòngzhì,動詞,6,common,ai,word,,
扣,留める/ボタンをかける,ㄎㄡˋ,kòu,動詞,6,common,ai,word,,
口才,話術,ㄎㄡˇ ㄘㄞˊ,kǒucái,名詞,6,common,ai,word,,
口號,スローガン,ㄎㄡˇ ㄏㄠˋ,kǒuhào,名詞,6,common,ai,word,,
口氣,口調/話し方,ㄎㄡˇ ㄑㄧˋ,kǒuqì,名詞,6,common,ai,word,,
口試,口頭試験,ㄎㄡˇ ㄕˋ,kǒushì,名詞/自動詞,6,common,ai,word,,
口水,よだれ,ㄎㄡˇ ㄕㄨㄟˇ,kǒushuǐ,名詞,6,common,ai,word,,
口音,なまり/発音,ㄎㄡˇ ㄧㄣ,kǒuyīn,名詞,6,common,ai,word,,
口語,話し言葉/口語,ㄎㄡˇ ㄩˇ,kǒuyǔ,名詞,6,common,ai,word,,
跨,またぐ/越える,ㄎㄨㄚˋ,kuà,動詞,6,common,ai,word,,
誇,自慢する/ほめる,ㄎㄨㄚ,kuā,動詞,6,common,ai,word,,
會計,会計,ㄎㄨㄞˋ ㄐㄧˋ,kuàijì,名詞,6,common,ai,word,,
快速,速い/迅速な,ㄎㄨㄞˋ ㄙㄨˋ,kuàisù,状態動詞(形容詞),6,common,ai,word,,
誇獎,ほめる,ㄎㄨㄚ ㄐㄧㄤˇ,kuājiǎng,動詞,6,common,ai,word,,
寬度,幅,ㄎㄨㄢ ㄉㄨˋ,kuāndù,名詞,6,common,ai,word,,
款式,型/スタイル,ㄎㄨㄢˇ ㄕˋ,kuǎnshì,名詞,6,common,ai,word,,
喇叭,ラッパ/スピーカー,ㄌㄚˇ ㄅㄚ,lǎbā,名詞,6,common,ai,word,,
來回,往復する/行き来する,ㄌㄞˊ ㄏㄨㄟˊ,láihuí,動詞,6,common,ai,word,,
來臨,近づく/到来する,ㄌㄞˊ ㄌㄧㄣˊ,láilín,変化動詞,6,common,ai,word,,
來往,行き来する/交流する,ㄌㄞˊ ㄨㄤˇ,láiwǎng,自動詞,6,common,ai,word,,
來信,届いた手紙/手紙を送る,ㄌㄞˊ ㄒㄧㄣˋ,láixìn,名詞,6,common,ai,word,,
來源,源/出所,ㄌㄞˊ ㄩㄢˊ,láiyuán,名詞,6,common,ai,word,,
來自,～から来る,ㄌㄞˊ ㄗˋ,láizì,変化動詞,6,common,ai,word,,
辣椒,唐辛子,ㄌㄚˋ ㄐㄧㄠ,làjiāo,名詞,6,common,ai,word,,
爛,柔らかい/腐った,ㄌㄢˋ,làn,状態動詞(形容詞),6,common,ai,word,,
懶,怠惰な/なまける,ㄌㄢˇ,lǎn,状態動詞(形容詞),6,common,ai,word,,
懶得,～する気が起きない,ㄌㄢˇ ˙ㄉㄜ,lǎnde,助動詞,6,common,ai,word,,
狼,オオカミ,ㄌㄤˊ,láng,名詞,6,common,ai,word,,
浪,波,ㄌㄤˋ,làng,名詞,6,common,ai,word,,
浪費,無駄にする,ㄌㄤˋ ㄈㄟˋ,làngfèi,状態動詞,6,common,ai,word,,
濫用,乱用する,ㄌㄢˋ ㄩㄥˋ,lànyòng,動詞,6,common,ai,word,,
牢,堅固な/檻,ㄌㄠˊ / ㄌㄠˊ,láo / láo,状態動詞(形容詞)/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
老,年をとった / 年配の/～さん,ㄌㄠˇ / ㄌㄠˇ,lǎo / lǎo,副詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
撈,すくい上げる,ㄌㄠ,lāo,動詞,6,common,ai,word,,
老百姓,一般市民/庶民,ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ,lǎobǎixìng,名詞,6,common,ai,word,,
老大,長男/リーダー,ㄌㄠˇ ㄉㄚˋ,lǎodà,名詞,6,common,ai,word,,
嘮叨,くどくど言う/小言を言う,ㄌㄠˊ ㄉㄠ,láodāo,自動詞,6,common,ai,word,,
勞動,労働する,ㄌㄠˊ ㄉㄨㄥˋ,láodòng,動詞,6,common,ai,word,,
勞工,労働者,ㄌㄠˊ ㄍㄨㄥ,láogōng,名詞,6,common,ai,word,,
老家,故郷,ㄌㄠˇ ㄐㄧㄚ,lǎojiā,名詞,6,common,ai,word,,
勞力,労働力,ㄌㄠˊ ㄌㄧˋ,láolì,名詞,6,common,ai,word,,
牢騷,不平/不満を言う,ㄌㄠˊ ㄙㄠ,láosāo,名詞,6,common,ai,word,,
老實說,正直に言うと,ㄌㄠˇ ㄕˊ ㄕㄨㄛ,lǎoshíshuō,,6,common,ai,word,,
蠟燭,ろうそく,ㄌㄚˋ ㄓㄨˊ,làzhú,名詞,6,common,ai,word,,
類似,似ている,ㄌㄟˋ ㄙˋ / ㄌㄟˋ ㄙˋ,lèisì / lèisì,状態動詞(形容詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
類型,タイプ/種類,ㄌㄟˋ ㄒㄧㄥˊ,lèixíng,名詞,6,common,ai,word,,
冷靜,冷静な/静かな,ㄌㄥˇ ㄐㄧㄥˋ,lěngjìng,状態動詞(形容詞),6,common,ai,word,,
冷門,不人気な/マイナーな,ㄌㄥˇ ㄇㄣˊ,lěngmén,状態動詞(形容詞),6,common,ai,word,,
冷飲,冷たい飲み物,ㄌㄥˇ ㄧㄣˇ,lěngyǐn,名詞,6,common,ai,word,,
樂意,喜んで～する,ㄌㄜˋ ㄧˋ,lèyì,状態動詞(形容詞),6,common,ai,word,,
理,理屈/筋道,ㄌㄧˇ,lǐ,動詞/状態動詞,6,common,ai,word,,
禮,贈り物/礼儀,ㄌㄧˇ,lǐ,名詞,6,common,ai,word,,
立,立つ/設立する,ㄌㄧˋ,lì,動詞,6,common,ai,word,,
利,鋭い/有利な/利益,ㄌㄧˋ,lì,状態動詞(形容詞),6,common,ai,word,,
連,〜さえも / つなぐ/連結する,ㄌㄧㄢˊ / ㄌㄧㄢˊ,lián / lián,副詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
量,測る,ㄌㄧㄤˊ,liáng,動詞,6,common,ai,word,,
倆,二人,ㄌㄧㄤˇ,liǎng,名詞,6,common,ai,word,,
諒解,理解する/寛大に扱う,ㄌㄧㄤˋ ㄐㄧㄝˇ,liàngjiě,状態動詞,6,common,ai,word,,
糧食,食料/穀物,ㄌㄧㄤˊ ㄕˊ,liángshí,名詞,6,common,ai,word,,
聯合,結合する/団結する,ㄌㄧㄢˊ ㄏㄜˊ,liánhé,動詞,6,common,ai,word,,
聯合國,国際連合,ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ,liánhéguó,名詞,6,common,ai,word,,
連接,接続する/つなぐ,ㄌㄧㄢˊ ㄐㄧㄝ,liánjiē,状態動詞,6,common,ai,word,,
連忙,すぐに/慌てて,ㄌㄧㄢˊ ㄇㄤˊ,liánmáng,副詞,6,common,ai,word,,
連續,連続した/絶え間ない,ㄌㄧㄢˊ ㄒㄩˋ,liánxù,状態動詞(連体用),6,common,ai,word,,
了,〜した(完了・変化) / 完了する/終える,˙ㄌㄜ / ㄌㄧㄠˇ,le / liǎo,状態動詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
列,列/並べる,ㄌㄧㄝˋ / ㄌㄧㄝˋ,liè / liè,量詞/動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
裂,裂ける/割れる,ㄌㄧㄝˋ,liè,変化動詞,6,common,ai,word,,
立即,直ちに/即座の,ㄌㄧˋ ㄐㄧˊ / ㄌㄧˋ ㄐㄧˊ,lìjí / lìjí,副詞/状態動詞(連体用),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
淋,注ぐ/かける,ㄌㄧㄣˊ,lín,動詞,6,common,ai,word,,
臨,面する/臨む/到着する,ㄌㄧㄣˊ / ㄌㄧㄣˊ,lín / lín,状態動詞/副詞/介詞(前置詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
凌晨,未明/早朝,ㄌㄧㄥˊ ㄔㄣˊ,língchén,名詞,6,common,ai,word,,
領帶,ネクタイ,ㄌㄧㄥˇ ㄉㄞˋ,lǐngdài,名詞,6,common,ai,word,,
靈活,柔軟な/機敏な,ㄌㄧㄥˊ ㄏㄨㄛˊ,línghuó,状態動詞(形容詞),6,common,ai,word,,
零件,部品,ㄌㄧㄥˊ ㄐㄧㄢˋ,língjiàn,名詞,6,common,ai,word,,
零售,小売りする,ㄌㄧㄥˊ ㄕㄡˋ,língshòu,動詞,6,common,ai,word,,
零下,氷点下の,ㄌㄧㄥˊ ㄒㄧㄚˋ,língxià,状態動詞(連体用),6,common,ai,word,,
領先,リードする/先頭に立つ,ㄌㄧㄥˇ ㄒㄧㄢ,lǐngxiān,変化動詞,6,common,ai,word,,
領袖,指導者,ㄌㄧㄥˇ ㄒㄧㄡˋ,lǐngxiù,名詞,6,common,ai,word,,
臨時,その場限りの/一時的な,ㄌㄧㄣˊ ㄕˊ,línshí,名詞,6,common,ai,word,,
禮品,贈り物,ㄌㄧˇ ㄆㄧㄣˇ,lǐpǐn,名詞,6,common,ai,word,,
力氣,体力/力,ㄌㄧˋ ㄑㄧˋ,lìqì,名詞,6,common,ai,word,,
利潤,利益,ㄌㄧˋ ㄖㄨㄣˋ,lìrùn,名詞,6,common,ai,word,,
裡頭,中/内部,ㄌㄧˇ ˙ㄊㄡ,lǐtou,名詞,6,common,ai,word,,原表記: 裡頭/裏頭
溜,こっそり逃げる/滑る,ㄌㄧㄡ,liū,自動詞,6,common,ai,word,,
溜冰,スケートをする,ㄌㄧㄡ ㄅㄧㄥ,liūbīng,離合動詞,6,common,ai,word,,
流動,流動する/移動する,ㄌㄧㄡˊ ㄉㄨㄥˋ,liúdòng,自動詞,6,common,ai,word,,
流利,流暢な,ㄌㄧㄡˊ ㄌㄧˋ,liúlì,状態動詞(形容詞),6,common,ai,word,,
留念,記念に残す,ㄌㄧㄡˊ ㄋㄧㄢˋ,liúniàn,状態動詞(形容詞),6,common,ai,word,,
例外,例外的な,ㄌㄧˋ ㄨㄞˋ,lìwài,状態動詞(形容詞),6,common,ai,word,,
利息,利子,ㄌㄧˋ ㄒㄧˊ,lìxí,名詞,6,common,ai,word,,
嘍,語尾の助詞,ㄌㄡˊ,lóu,助詞,6,common,ai,word,,
摟,抱き寄せる/かき集める,ㄌㄡˇ,lǒu,動詞,6,common,ai,word,,
露,現す/漏らす/露,ㄌㄨˋ,lù,動詞,6,common,ai,word,,
路燈,街灯,ㄌㄨˋ ㄉㄥ,lùdēng,名詞,6,common,ai,word,,
綠豆,緑豆,ㄌㄩˋ ㄉㄡˋ,lǜdòu,名詞,6,common,ai,word,,
略,簡略な/少し/省略する,ㄌㄩㄝˋ / ㄌㄩㄝˋ,lüè / lüè,状態動詞(形容詞)/副詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
論,論じる/論語/意見,ㄌㄨㄣˋ,lùn,動詞/介詞(前置詞),6,common,ai,word,,
輪,車輪/回転/交代,ㄌㄨㄣˊ(ㄗ˙),lún(zi),名詞,6,common,ai,word,,原表記: 輪(子)
輪船,蒸気船,ㄌㄨㄣˊ ㄔㄨㄢˊ,lúnchuán,名詞,6,common,ai,word,,
輪流,交代で,ㄌㄨㄣˊ ㄌㄧㄡˊ,lúnliú,副詞,6,common,ai,word,,
落,落とす/忘れる,ㄌㄨㄛˋ,luò,自動詞,6,common,ai,word,,
落後,遅れる/後進的,ㄌㄨㄛˋ ㄏㄡˋ,luòhòu,変化動詞,6,common,ai,word,,
落實,実行する/具体化する,ㄌㄨㄛˋ ㄕˊ,luòshí,動詞,6,common,ai,word,,
落伍,時代遅れ,ㄌㄨㄛˋ ㄨˇ,luòwǔ,状態動詞(形容詞),6,common,ai,word,,
路線,経路/路線,ㄌㄨˋ ㄒㄧㄢˋ,lùxiàn,名詞,6,common,ai,word,,
旅行社,旅行代理店,ㄌㄩˇ ㄒㄧㄥˊ ㄕㄜˋ,lǚxíngshè,名詞,6,common,ai,word,,
陸續,次々と,ㄌㄨˋ ㄒㄩˋ,lùxù,副詞,6,common,ai,word,,
錄用,採用する,ㄌㄨˋ ㄩㄥˋ,lùyòng,動詞,6,common,ai,word,,
麻,麻/ゴマ,ㄇㄚˊ,má,状態動詞(形容詞),6,common,ai,word,,
馬虎,いい加減な,ㄇㄚˇ ㄏㄨ,mǎhū,状態動詞(形容詞),6,common,ai,word,,原表記: 馬虎(ㄏㄨ)
埋,埋める,ㄇㄞˊ,mái,動詞,6,common,ai,word,,
買單,会計する,ㄇㄞˇ ㄉㄢ,mǎidān,離合動詞,6,common,ai,word,,
買賣,売買/取引,ㄇㄞˇ ㄇㄞˋ / ㄇㄞˇ ㄇㄞˋ,mǎimài / mǎimài,動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
賣座,大入り/人気がある,ㄇㄞˋ ㄗㄨㄛˋ,màizuò,状態動詞(形容詞),6,common,ai,word,,
忙碌,忙しい,ㄇㄤˊ ㄌㄨˋ,mánglù,状態動詞(形容詞),6,common,ai,word,,
盲目,盲目的な,ㄇㄤˊ ㄇㄨˋ,mángmù,状態動詞(形容詞),6,common,ai,word,,
漫畫,漫画,ㄇㄢˋ ㄏㄨㄚˋ,mànhuà,名詞,6,common,ai,word,,
冒,噴き出る/冒す,ㄇㄠˋ,mào,動詞,6,common,ai,word,,
麻雀,スズメ/麻雀,ㄇㄚˊ ㄑㄩㄝˋ,máquè,名詞,6,common,ai,word,,
煤,石炭,ㄇㄟˊ,méi,名詞,6,common,ai,word,,
美觀,美しい/見栄えが良い,ㄇㄟˇ ㄍㄨㄢ,měiguān,状態動詞(形容詞),6,common,ai,word,,
梅花,梅の花/クラブ,ㄇㄟˊ ㄏㄨㄚ,méihuā,名詞,6,common,ai,word,,
美妙,素晴らしい,ㄇㄟˇ ㄇㄧㄠˋ,měimiào,状態動詞(形容詞),6,common,ai,word,,
美食,美味しい料理,ㄇㄟˇ ㄕˊ,měishí,名詞,6,common,ai,word,,
媒體,メディア,ㄇㄟˊ ㄊㄧˇ,méitǐ,名詞,6,common,ai,word,,
猛,猛烈な/激しい,ㄇㄥˇ / ㄇㄥˇ,měng / měng,状態動詞(形容詞)/副詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
夢到,夢に見る,ㄇㄥˋ ㄉㄠˋ,mèngdào,変化動詞,6,common,ai,word,,
夢想,夢/夢見る,ㄇㄥˋ ㄒㄧㄤˇ,mèngxiǎng,名詞/動詞,6,common,ai,word,,
悶熱,蒸し暑い,ㄇㄣ ㄖㄜˋ,mēnrè,状態動詞(形容詞),6,common,ai,word,,
門診,外来診療,ㄇㄣˊ ㄓㄣˇ,ménzhěn,自動詞,6,common,ai,word,,
迷,迷う/夢中/ファン,ㄇㄧˊ,mí,状態動詞,6,common,ai,word,,
密,密な/親密な/秘密の,ㄇㄧˋ,mì,状態動詞(形容詞),6,common,ai,word,,
棉,綿,ㄇㄧㄢˊ,mián,名詞,6,common,ai,word,,
棉被,掛け布団,ㄇㄧㄢˊ ㄅㄟˋ,miánbèi,名詞,6,common,ai,word,,
免得,～しないように,ㄇㄧㄢˇ ˙ㄉㄜ,miǎnde,助動詞,6,common,ai,word,,
面對,直面する,ㄇㄧㄢˋ ㄉㄨㄟˋ,miànduì,動詞,6,common,ai,word,,
麵粉,小麦粉,ㄇㄧㄢˋ ㄈㄣˇ,miànfěn,名詞,6,common,ai,word,,
棉花,綿花,ㄇㄧㄢˊ ㄏㄨㄚ,miánhuā,名詞,6,common,ai,word,,
面臨,直面する,ㄇㄧㄢˋ ㄌㄧㄣˊ,miànlín,状態動詞,6,common,ai,word,,
面貌,顔立ち/様相,ㄇㄧㄢˋ ㄇㄠˋ,miànmào,名詞,6,common,ai,word,,
勉強,無理な/しぶしぶ,ㄇㄧㄢˇ ㄑㄧㄤˇ / ㄇㄧㄢˇ ㄑㄧㄤˇ,miǎnqiǎng / miǎnqiǎng,状態動詞(形容詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
面談,面談/面接,ㄇㄧㄢˋ ㄊㄢˊ,miàntán,自動詞,6,common,ai,word,,
面子,表面/体裁/世間体,ㄇㄧㄢˋ ˙ㄗ,miànzi,名詞,6,common,ai,word,,
妙,巧みな/素晴らしい,ㄇㄧㄠˋ,miào,状態動詞(形容詞),6,common,ai,word,,
滅亡,滅びる/滅ぼす,ㄇㄧㄝˋ ㄨㄤˊ,mièwáng,変化動詞,6,common,ai,word,,
蜜蜂,ミツバチ,ㄇㄧˋ ㄈㄥ,mìfēng/fēng,名詞,6,common,ai,word,,原表記: 蜜蜂/蜂
迷糊,ぼんやりした/うとうとする,ㄇㄧˊ ㄏㄨˊ,míhú,状態動詞(形容詞),6,common,ai,word,,
名,〜名(人数)/名前 / 名前/順位,ㄇㄧㄥˊ / ㄇㄧㄥˊ,míng / míng,状態動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
名稱,名称,ㄇㄧㄥˊ ㄔㄥ,míngchēng,名詞,6,common,ai,word,,
名單,名簿/リスト,ㄇㄧㄥˊ ㄉㄢ,míngdān,名詞,6,common,ai,word,,
明亮,明るい/輝く,ㄇㄧㄥˊ ㄌㄧㄤˋ,míngliàng,状態動詞(形容詞),6,common,ai,word,,
命令,命令する/命令,ㄇㄧㄥˋ ㄌㄧㄥˋ,mìnglìng,名詞/動詞,6,common,ai,word,,
明明,明らかに/言うまでもなく,ㄇㄧㄥˊ ㄇㄧㄥˊ,míngmíng,副詞,6,common,ai,word,,
名牌,有名ブランド/名札,ㄇㄧㄥˊ ㄆㄞˊ,míngpái,名詞,6,common,ai,word,,
名片,名刺,ㄇㄧㄥˊ ㄆㄧㄢˋ,míngpiàn,名詞,6,common,ai,word,,
明確,明確な/はっきりさせる,ㄇㄧㄥˊ ㄑㄩㄝˋ,míngquè,状態動詞(形容詞),6,common,ai,word,,
命運,運命,ㄇㄧㄥˋ ㄩㄣˋ,mìngyùn,名詞,6,common,ai,word,,
民間,民間/民間の,ㄇㄧㄣˊ ㄐㄧㄢ,mínjiān,名詞,6,common,ai,word,,
民謠,民謡,ㄇㄧㄣˊ ㄧㄠˊ,mínyáo,名詞,6,common,ai,word,,
民眾,大衆/人々,ㄇㄧㄣˊ ㄓㄨㄥˋ,mínzhòng,名詞,6,common,ai,word,,
民主,民主主義/民主的な,ㄇㄧㄣˊ ㄓㄨˇ,mínzhǔ,名詞/状態動詞(形容詞),6,common,ai,word,,
迷失,道に迷う/見失う,ㄇㄧˊ ㄕ,míshī,変化動詞,6,common,ai,word,,
迷信,迷信/迷信深い,ㄇㄧˊ ㄒㄧㄣˋ,míxìn,名詞/状態動詞(形容詞),6,common,ai,word,,
抹,拭く/塗る,ㄇㄛˇ,mǒ,動詞,6,common,ai,word,,
磨,磨く/すりつぶす,ㄇㄛˊ,mó,動詞,6,common,ai,word,,
末,末端/終わり,ㄇㄛˋ,mò,名詞,6,common,ai,word,,
模仿,模倣する/まねる,ㄇㄛˊ ㄈㄤˇ,mófǎng,動詞,6,common,ai,word,,
模糊,曖昧な/ぼやけた,ㄇㄛˊ ㄏㄨˊ,móhú,状態動詞(形容詞),6,common,ai,word,,
模型,模型/型,ㄇㄛˊ ㄒㄧㄥˊ,móxíng,名詞,6,common,ai,word,,
模樣,様子/外見,ㄇㄛˊ ㄧㄤˋ,móyàng,名詞,6,common,ai,word,,
目標,目標/的,ㄇㄨˋ ㄅㄧㄠ,mùbiāo,名詞,6,common,ai,word,,
目錄,目次/カタログ,ㄇㄨˋ ㄌㄨˋ,mùlù,名詞,6,common,ai,word,,
奶粉,粉ミルク,ㄋㄞˇ ㄈㄣˇ,nǎifěn,名詞,6,common,ai,word,,
耐用,長持ちする/耐久性がある,ㄋㄞˋ ㄩㄥˋ,nàiyòng,状態動詞(形容詞),6,common,ai,word,,
難道,まさか/ひょっとして,ㄋㄢˊ ㄉㄠˋ,nándào,副詞,6,common,ai,word,,
難得,めったにない/貴重な,ㄋㄢˊ ㄉㄜˊ,nándé,状態動詞(形容詞),6,common,ai,word,,
難受,つらい/苦しい,ㄋㄢˊ ㄕㄡˋ,nánshòu,状態動詞(形容詞),6,common,ai,word,,
難以,～しがたい,ㄋㄢˊ ㄧˇ,nányǐ,副詞,6,common,ai,word,,
鬧,騒ぐ/騒がしい,ㄋㄠˋ,nào,動詞,6,common,ai,word,,
腦袋,頭,ㄋㄠˇ ㄉㄞˋ,nǎodài,名詞,6,common,ai,word,,
腦筋,頭脳/考え方,ㄋㄠˇ ㄐㄧㄣ,nǎojīn,名詞,6,common,ai,word,,
鬧區,繁華街,ㄋㄠˋ ㄑㄩ,nàoqū,名詞,6,common,ai,word,,
哪怕,たとえ～でも,ㄋㄚˇ ㄆㄚˋ,nǎpà,接続詞,6,common,ai,word,,
內部,内部/内側,ㄋㄟˋ ㄅㄨˋ,nèibù,名詞,6,common,ai,word,,
內地,内陸/本土,ㄋㄟˋ ㄉㄧˋ,nèidì,名詞,6,common,ai,word,,
內行,専門家/熟練した,ㄋㄟˋ ㄏㄤˊ,nèiháng,状態動詞(形容詞),6,common,ai,word,,
內科,内科,ㄋㄟˋ ㄎㄜ,nèikē,名詞,6,common,ai,word,,
能幹,有能な,ㄋㄥˊ ㄍㄢˋ,nénggàn,状態動詞(形容詞),6,common,ai,word,,
能源,エネルギー資源,ㄋㄥˊ ㄩㄢˊ,néngyuán,名詞,6,common,ai,word,,
泥,泥/粘土,ㄋㄧˊ,ní,名詞,6,common,ai,word,,
膩,脂っこい/飽き飽きする,ㄋㄧˋ,nì,状態動詞(形容詞),6,common,ai,word,,
黏,粘る/くっつく,ㄋㄧㄢˊ,nián,動詞/状態動詞(形容詞),6,common,ai,word,,原表記: 黏/粘
尿,尿/排尿する,ㄋㄧㄠˋ,niào,名詞/自動詞,6,common,ai,word,,
捏,つまむ/こねる,ㄋㄧㄝ,niē,動詞,6,common,ai,word,,
寧可,むしろ～したい,ㄋㄧㄥˊ ㄎㄜˇ,níngkě,助動詞,6,common,ai,word,,
寧願,むしろ～したい,ㄋㄧㄥˊ ㄩㄢˋ,níngyuàn,助動詞,6,common,ai,word,,
泥土,土/泥,ㄋㄧˊ ㄊㄨˇ,nítǔ,名詞,6,common,ai,word,,
鈕扣,ボタン,ㄋㄧㄡˇ ㄎㄡˋ,niǔkòu,名詞,6,common,ai,word,,
濃,濃い/強い,ㄋㄨㄥˊ,nóng,状態動詞(形容詞),6,common,ai,word,,
農產品,農産物,ㄋㄨㄥˊ ㄔㄢˇ ㄆㄧㄣˇ,nóngchǎnpǐn,名詞,6,common,ai,word,,
農村,農村/田舎,ㄋㄨㄥˊ ㄘㄨㄣ,nóngcūn,名詞,6,common,ai,word,,
弄錯,間違える,ㄋㄨㄥˋ ㄘㄨㄛˋ,nòngcuò,変化動詞,6,common,ai,word,,
濃厚,濃厚な/深い,ㄋㄨㄥˊ ㄏㄡˋ,nónghòu,状態動詞(形容詞),6,common,ai,word,,
農民,農民/農家,ㄋㄨㄥˊ ㄇㄧㄣˊ,nóngmín/nóngfū,名詞,6,common,ai,word,,原表記: 農民/農夫
農藥,農薬,ㄋㄨㄥˊ ㄧㄠˋ,nóngyào,名詞,6,common,ai,word,,
暖,暖かい/温める,ㄋㄨㄢˇ,nuǎn,状態動詞(形容詞)/動詞,6,common,ai,word,,
